MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LandSlope,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,IsRemod,BltRemodDiff,BsmtUnfRatio,TotalSF,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SalePrice
70,96.0,13132,1,1,3,3,0,5,5,5,1914,1950,0,13,14,0.0,3,4,0,2,4,2,6,0.0,6,0.0,747.0,747.0,2,1,892,892,0,1784,0.0,0.0,1,1,4,1,3,9,6,0,3,1914.0,3,1.0,180.0,1,1,0,203,40,0,0,0,0,3,4,0,7,2006,1,36,1.0,2531.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,138887
160,36.0,2628,1,1,3,3,0,5,7,5,2003,2003,0,12,15,106.0,2,4,2,2,4,3,6,0.0,6,0.0,764.0,764.0,0,1,764,862,0,1626,0.0,0.0,2,1,2,1,2,6,6,0,3,2003.0,2,2.0,474.0,5,5,2,0,27,0,0,0,0,3,4,0,6,2010,0,0,1.0,2390.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,175500
60,41.0,12393,1,1,1,3,0,5,7,5,2004,2005,0,12,13,0.0,2,4,2,2,4,3,6,0.0,6,0.0,847.0,847.0,0,1,847,1101,0,1948,0.0,0.0,2,1,4,1,2,8,6,1,2,2004.0,0,2.0,434.0,5,5,2,100,48,0,0,0,0,3,4,0,9,2006,1,1,1.0,2795.0,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,195000
20,63.0,13072,1,1,3,3,0,2,6,5,2005,2005,0,12,13,0.0,2,4,2,2,4,3,6,0.0,6,0.0,1141.0,1141.0,0,1,1141,0,0,1141,0.0,0.0,1,1,3,1,3,6,6,0,3,2005.0,3,2.0,484.0,5,5,2,0,0,0,0,0,0,3,4,0,3,2006,0,0,1.0,2282.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,142500
20,64.0,9037,1,1,0,1,0,2,8,5,2006,2006,0,12,13,32.0,2,4,2,2,4,0,2,428.0,6,0.0,1048.0,1476.0,0,1,1484,0,0,1484,0.0,0.0,2,0,2,1,0,6,6,1,2,2006.0,2,2.0,472.0,5,5,2,120,33,0,0,0,0,3,4,0,12,2007,0,0,0.7100271002710027,2960.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,265900
60,65.0,8158,1,1,3,3,0,5,7,5,2003,2003,0,12,13,252.0,2,4,2,2,4,3,2,550.0,6,0.0,334.0,884.0,0,1,884,884,0,1768,1.0,0.0,2,1,3,1,2,8,6,0,3,2003.0,2,2.0,543.0,5,5,2,0,63,0,0,0,0,3,4,0,7,2008,0,0,0.3778280542986425,2652.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,224900
20,83.0,9849,1,1,3,3,0,2,7,6,2007,2007,0,12,13,0.0,2,4,2,2,4,0,6,0.0,6,0.0,1689.0,1689.0,0,1,1689,0,0,1689,0.0,0.0,2,0,3,1,2,7,6,0,3,2007.0,2,3.0,954.0,5,5,2,0,56,0,0,0,0,3,4,0,6,2007,0,0,1.0,3378.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,248328
85,85.0,10625,1,1,3,3,0,6,7,6,1974,1974,0,9,10,81.0,3,4,1,2,4,1,2,885.0,3,168.0,0.0,1053.0,4,1,1173,0,0,1173,1.0,0.0,2,0,3,1,2,6,6,2,5,1974.0,2,2.0,528.0,5,5,2,0,120,0,0,0,0,3,2,0,1,2010,0,0,0.0,2226.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,170000
20,107.0,13891,1,1,3,3,0,2,10,5,2006,2006,0,12,13,0.0,0,4,2,0,1,1,2,1386.0,6,0.0,690.0,2076.0,0,1,2076,0,0,2076,1.0,0.0,2,1,2,1,0,7,6,1,2,2006.0,0,3.0,850.0,5,5,2,216,229,0,0,0,0,3,4,0,9,2006,0,0,0.33236994219653176,4152.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,465000
70,74.0,11435,1,1,0,1,1,5,8,7,1929,1950,0,3,12,0.0,3,4,2,2,4,3,6,0.0,6,0.0,792.0,792.0,1,1,792,725,0,1517,0.0,0.0,1,0,3,1,2,7,6,2,2,1931.0,3,2.0,400.0,5,5,2,0,0,0,0,0,0,3,4,0,6,2006,1,21,1.0,2309.0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,230000
80,78.0,12090,1,1,3,3,0,7,6,7,1984,2003,0,12,13,74.0,3,4,1,2,4,3,6,0.0,6,0.0,585.0,585.0,0,1,1140,728,0,1868,0.0,0.0,3,1,3,1,3,7,6,1,5,1984.0,0,2.0,477.0,5,5,2,268,112,0,0,147,0,3,4,0,1,2007,1,19,1.0,2453.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,178000
60,65.0,8125,1,1,3,3,0,5,7,5,2005,2006,0,12,13,0.0,2,4,2,2,4,3,6,0.0,6,0.0,756.0,756.0,0,1,756,797,0,1553,0.0,0.0,2,1,3,1,2,6,6,0,3,2005.0,2,2.0,615.0,5,5,2,0,45,0,0,0,0,3,4,0,3,2006,1,1,1.0,2309.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,186500
80,73.0,12328,1,1,0,3,0,7,6,5,1976,1976,0,6,6,335.0,3,4,1,4,4,0,2,539.0,6,0.0,473.0,1012.0,4,1,1034,0,0,1034,1.0,0.0,1,0,3,1,3,6,6,0,3,1976.0,3,3.0,888.0,5,5,2,0,0,0,0,0,0,3,4,0,5,2010,0,0,0.4673913043478261,2046.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,169900
75,60.0,9600,1,0,3,3,0,4,6,5,1917,1950,0,0,0,0.0,3,4,0,2,4,3,5,319.0,6,0.0,416.0,735.0,1,0,1134,924,0,2058,0.0,0.0,1,1,3,1,3,8,6,1,2,1950.0,3,2.0,396.0,1,1,1,0,0,259,0,0,0,3,4,0,4,2008,1,33,0.5659863945578232,2793.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,129500
20,60.0,7200,1,1,3,3,0,2,5,7,1950,1950,0,8,8,0.0,3,4,1,4,4,3,1,534.0,5,96.0,246.0,876.0,4,1,988,0,0,988,0.0,0.0,1,0,3,1,3,6,6,0,3,1950.0,3,1.0,276.0,5,5,2,0,80,0,0,0,0,3,4,0,5,2007,0,0,0.2808219178082192,1864.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,119000
20,93.0,11160,1,1,3,3,0,2,7,5,1968,1968,0,3,3,0.0,2,4,1,4,4,3,0,1065.0,6,0.0,1045.0,2110.0,0,1,2110,0,0,2110,1.0,0.0,2,1,3,1,0,8,6,2,5,1968.0,0,2.0,522.0,5,5,2,0,0,0,0,0,0,3,4,0,4,2010,0,0,0.495260663507109,4220.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,244000
120,88.5,3136,1,1,0,3,0,2,7,5,2003,2003,0,12,15,163.0,2,4,2,2,4,3,6,0.0,6,0.0,1405.0,1405.0,0,1,1405,0,0,1405,0.0,0.0,2,0,2,1,2,6,6,1,2,2003.0,2,2.0,478.0,5,5,2,148,36,0,0,0,0,3,4,0,3,2006,0,0,1.0,2810.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,171750
20,62.0,9858,1,1,3,3,0,2,5,6,1968,1968,0,6,6,0.0,3,4,1,4,4,3,1,510.0,6,0.0,354.0,864.0,4,1,874,0,0,874,1.0,0.0,1,0,3,1,3,5,6,0,3,1968.0,2,1.0,288.0,5,5,2,33,0,0,0,0,0,3,1,600,11,2009,0,0,0.4097222222222222,1738.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,130000
60,68.0,17542,1,1,0,3,0,5,7,7,1974,2003,0,13,14,0.0,2,4,1,4,4,1,3,125.0,0,1031.0,36.0,1192.0,4,1,1516,651,0,2167,1.0,0.0,2,1,3,1,2,9,6,2,2,1974.0,2,2.0,518.0,5,5,2,220,47,0,0,0,0,3,2,0,7,2007,1,29,0.030201342281879196,3359.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,294000
60,60.0,6931,1,1,3,3,0,5,7,5,2003,2004,0,12,13,92.0,2,4,2,2,4,3,6,0.0,6,0.0,746.0,746.0,0,1,760,896,0,1656,0.0,0.0,2,1,3,1,2,7,6,1,2,2003.0,0,2.0,397.0,5,5,2,178,128,0,0,0,0,3,4,0,7,2008,1,1,1.0,2402.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,165400
50,52.0,6240,1,1,3,3,0,0,6,6,1931,1950,0,13,14,0.0,3,4,0,4,0,3,3,425.0,6,0.0,459.0,884.0,4,1,959,408,0,1367,0.0,0.0,1,0,3,1,3,6,6,1,2,1978.0,3,1.0,560.0,5,5,2,0,0,0,0,120,0,3,4,0,11,2007,1,19,0.5192307692307693,2251.0,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,127500
20,91.0,14303,1,1,0,3,0,2,8,5,1994,1994,0,6,6,554.0,2,4,2,2,4,1,2,1314.0,6,0.0,672.0,1986.0,0,1,1987,0,0,1987,1.0,0.0,2,0,2,1,2,7,6,1,5,1994.0,0,2.0,691.0,5,5,2,262,36,0,0,0,0,3,4,0,8,2008,0,0,0.338368580060423,3973.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,301500
30,56.0,4060,1,1,3,3,0,2,5,8,1922,1950,0,13,14,0.0,3,4,2,1,4,3,6,0.0,6,0.0,864.0,864.0,0,1,864,0,0,864,0.0,0.0,1,0,2,1,3,4,6,0,3,0.0,1,0.0,0.0,3,3,2,0,96,0,0,0,0,3,4,0,7,2009,1,28,1.0,1728.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,99900
80,59.0,9587,1,1,0,3,0,7,7,5,2005,2005,0,12,13,182.0,2,4,2,2,4,1,2,655.0,6,0.0,201.0,856.0,0,1,1166,0,0,1166,1.0,0.0,2,0,2,1,2,5,6,0,3,2005.0,0,2.0,400.0,5,5,2,212,0,0,0,0,0,3,4,0,7,2008,0,0,0.23481308411214954,2022.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,190000
20,65.0,9750,1,1,3,3,0,2,6,8,1969,1969,0,6,6,0.0,3,4,1,2,4,3,0,602.0,3,438.0,14.0,1054.0,2,1,1054,0,0,1054,1.0,0.0,1,1,3,1,3,6,6,0,3,1969.0,3,2.0,460.0,5,5,2,180,0,0,0,80,0,3,4,0,7,2008,0,0,0.013282732447817837,2108.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,151000
60,65.0,24682,1,1,2,3,0,5,6,5,1999,1999,0,12,13,0.0,3,4,2,2,4,3,6,0.0,6,0.0,841.0,841.0,0,1,892,783,0,1675,0.0,0.0,2,1,3,1,3,7,6,1,5,1999.0,0,2.0,502.0,5,5,2,0,103,0,0,0,0,3,4,0,6,2009,0,0,1.0,2516.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,181000
20,80.0,9600,1,1,3,3,0,2,5,6,1956,1956,0,8,8,0.0,3,4,1,4,4,3,5,504.0,6,0.0,546.0,1050.0,2,1,1050,0,0,1050,0.0,0.0,1,0,2,1,3,5,6,0,3,1956.0,3,1.0,338.0,5,5,2,0,0,0,0,0,0,3,4,0,6,2009,0,0,0.52,2100.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,128900
50,80.0,11250,1,1,3,3,0,0,4,5,1957,1989,0,13,14,0.0,3,4,1,4,4,0,6,0.0,6,0.0,1104.0,1104.0,0,1,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,3,2,5,1957.0,3,1.0,304.0,5,5,2,120,0,0,0,0,0,3,4,0,11,2009,1,32,1.0,2892.0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,161500
70,60.0,13515,1,2,3,3,0,5,6,6,1919,1950,0,13,14,0.0,3,4,2,4,4,3,6,0.0,6,0.0,764.0,764.0,0,1,1060,764,0,1824,0.0,0.0,1,0,3,1,3,8,6,1,2,1940.0,3,2.0,520.0,5,5,0,0,0,126,0,0,0,3,0,0,7,2007,1,31,1.0,2588.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,180500
120,34.0,4060,1,1,3,3,0,2,6,5,1998,1999,0,8,8,0.0,2,4,2,2,4,3,2,266.0,6,0.0,1139.0,1405.0,0,1,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,6,0,3,1998.0,0,2.0,511.0,5,5,2,144,68,0,0,0,0,3,4,0,8,2008,1,1,0.8106761565836299,2742.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,181000
160,35.0,3735,1,1,3,3,0,5,7,5,1999,1999,0,8,8,218.0,2,4,2,2,4,3,2,450.0,6,0.0,241.0,691.0,0,1,713,739,0,1452,1.0,0.0,2,1,3,1,2,6,6,0,3,1999.0,3,2.0,506.0,5,5,2,0,34,0,0,0,0,3,4,0,3,2006,0,0,0.34876989869753977,2143.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,183900
190,60.0,10120,1,1,0,0,0,4,7,4,1910,1950,0,13,14,0.0,1,4,1,4,4,3,6,0.0,6,0.0,925.0,925.0,4,0,964,925,0,1889,0.0,0.0,1,1,4,2,3,9,6,1,2,1960.0,3,1.0,308.0,5,5,0,0,0,264,0,0,0,3,2,0,1,2007,1,40,1.0,2814.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,122000
20,89.0,13214,1,1,0,1,0,2,9,5,2008,2009,0,11,5,0.0,0,4,2,0,4,1,6,0.0,6,0.0,2002.0,2002.0,0,1,2018,0,0,2018,0.0,0.0,2,0,3,1,0,10,6,1,2,2009.0,0,3.0,746.0,5,5,2,144,76,0,0,0,0,3,4,0,5,2010,1,1,1.0,4020.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,378500
50,74.0,14100,1,1,0,3,1,0,8,9,1935,1997,0,11,12,632.0,3,2,1,4,4,2,5,192.0,6,0.0,536.0,728.0,0,1,1968,1479,0,3447,0.0,0.0,3,1,4,1,2,11,6,2,2,1982.0,3,3.0,1014.0,5,5,2,314,12,0,0,0,0,3,1,0,5,2008,1,62,0.7362637362637363,4175.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,381000
50,78.0,11344,1,1,3,3,0,0,5,5,1958,1958,0,8,8,180.0,3,4,1,4,4,3,1,460.0,6,0.0,414.0,874.0,4,1,874,650,0,1524,0.0,0.0,1,1,3,1,3,7,6,0,3,1958.0,3,1.0,315.0,5,5,2,0,0,0,0,0,0,3,1,0,7,2007,0,0,0.47368421052631576,2398.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,144000
